CountryName,CountryCode,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
Democratic Republic of Congo,COD,20200324,3,1,,3,0,"Kinshasa stills sees closure of businesses like bars, clubs, and restaurants. http://web.archive.org/web/20200323151225/https://afrique.lalibre.be/47921/rdc-le-gouvernement-arrete-des-mesures-contre-le-coronavirus/ ; http://web.archive.org/save/https://www.afrik.com/coronavirus-en-rdc-temoignage-d-un-etudiant-depuis-kinshasa",2,0,,,,,2,0,Public transport to/from Kinshasa banned. Bus & taxi passenger capacity limited for travel within Kinshasa. https://web.archive.org/web/20200414015349/https://www.barrons.com/news/dr-congo-declares-state-of-emergency-isolates-capital-over-virus-01585084508,,,,2,1,A ban issued on travel between Kinshasa and all 25 provinces. https://web.archive.org/web/20200330145925/http://www.china.org.cn/world/Off_the_Wire/2020-03/27/content_75866594.htm,4,Borders closed to all non-essential travel. https://web.archive.org/web/20200330145925/http://www.china.org.cn/world/Off_the_Wire/2020-03/27/content_75866594.htm,,,,,,0,,,,2,1,,1,,1,,0,,0,,,,26,2,68.26,68.26,84.05,84.05
Colombia,COL,20200324,3,1,,1,1,,2,1,,3,1,,0,,,,,,0,,,3,,0,,,2,,0,,0,,2,1,,2,,0,,0,,0,,,,306,3,56.61,56.61,58.57,58.57
Cape Verde,CPV,20200324,2,1,,,,,2,1,,0,,,,,,1,0,,2,0,,3,,,,,,,435,,,,2,1,,2,,,,0,,,,,,3,0,49.61,49.61,57.38,57.38
Costa Rica,CRI,20200324,3,1,,3,1,,2,1,,0,,,2,0,public transport is excluded from national driving restrictions: https://web.archive.org/web/20200414145300/https://qcostarica.com/starting-tonight-driving-is-restricted-countrywide-learn-the-rules/,0,,,2,1,"""Starting Tuesday, March 24, Costa Rica is imposing restrictions on most driving between the hours of 10 p.m. and 5 a.m.""https://ticotimes.net/2020/03/17/frequently-asked-questions-costa-rica-travel-and-the-coronavirus-pandemic Exceptions: Transport of cargo/merchandise Public transportation, including buses and taxis Vehicles that provide delivery (food, medications, etc.) to houses People driving to/from work corresponding to those nighttime hours Trash collection and construction vehicles Official law enforcement and ambulance vehicles When driving to a hospital or pharmacy for a health emergency https://ticotimes.net/2020/03/24/costa-rica-up-to-177-known-coronavirus-cases-new-driving-restrictions-begin-tonight",4,,0,,,1,,0,,0,,2,1,,2,,2,,0,,0,,,,158,2,74.61,74.61,92.38,92.38
Cuba,CUB,20200324,3,0,"Cuba suspended the school year as of March 24 to prevent the expansion of COVID-19. The closure will extend for three weeks, but since the fourth week is the one corresponding to the school break,  teaching activities will stop for a month. https://web.archive.org/web/20200416173504/https://www.presidencia.gob.cu/es/cuba/covid-19/",0,,,2,1,,,,,0,,,,,,2,1,,3,,,,,,,0,,,,2,1,,2,,1,,0,,0,,,,40,1,49.61,49.61,62.14,62.14
Cyprus,CYP,20200324,3,1,,2,1,,2,1,,4,1,,2,1,Public transport facilities not available for individuals that do not possess authorisation to step outside their house http://www.mcw.gov.cy/mcw/mcw.nsf/All/C5A57099D1BB0011C225853600274E86?OpenDocument,2,1,"nationwide lockdown allowing residents to leave home only once per day for food/pharmacy, etc.   https://archive.vn/wip/O4FYf",2,1,https://www.pio.gov.cy/coronavirus/diat/10en.pdf,4,,,,,,,0,,,,2,1,,1,"Recommendation for laboratory testing for COVID-19:  Patients with acute respiratory infection referred by Public Health Practice, 1420 or from A&E Dept and has at least one of the following conditions:    Underlying diseases such as cardiovascular disease, chronic respiratory disease, severe immunosuppression (malignancy under chemotherapy), rheumatological/ neurological/other immunosuppressive conditions taking medication such as corticosteroids and immunomodulators, immunodeficiency or diabetes (type 1)  Newly transpired confusion or communication level disorder  Need for exogenous oxygen supply (SpO2<93%)  Severe tachypnoea (breaths >30/min)  Severe respiratory distress / ARDS  Sepsis (organic damage)/ Septic shock    2 of the following 3 criteria must be met for laboratory testing of a hospitalised patient:  Patient presenting with new respiratory infection symptoms (eg. Fever, cough, shortness of breath) during hospitalisation without any apparent reason (eg. Aspiration, hospital pneumonia)  Radiology image that supports COVID-19 diagnosis: bilateral infiltration without pleuritic fluid collection  Contact with confirmed COVID-119 case or travel history within last 14 days",1,,0,,0,,,,116,0,94.71,94.71,93.57,93.57
Czech Republic,CZE,20200324,3,1,,3,1,,2,1,"people are permitted to congregate in groups of at most two persons in public places, except for household members, the performance of an occupation, business or similar activities and attendance at funerals. When coming into contact with other persons, it is necessary to maintain a distance of at least 2 meters wherever possible    https://koronavirus.mzcr.cz/en/development-of-events-over-time/",4,1,,0,,,2,1,,2,0,,3,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,1236,1,80.29,80.29,76.43,76.43
Germany,DEU,20200324,3,1,,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,3,,2,0,,2,,0,,0,,2,0,,1,,1,,0,,0,,,,29212,126,68.66,68.66,63.33,63.33
Djibouti,DJI,20200324,3,1,,3,1,,2,1,,4,1,,1,1,"Since the national lockdown was announced on March 24th, Public transport have been heavily regulated: https://web.archive.org/web/20200425182621/https://www.rtd.dj/actualites/activites-presidentielle/coronavirus-premier-jour-de-confinement-sur-le-territoire-national",3,1,,2,1,"Since 23 March the authorities imposed a general lockdown in the country, except for essential services. Traffic has been restricted to minimum, and only allowed with administrative authorization. It has now been extended to 16 April. Source: https://reliefweb.int/report/djibouti/republic-djibouti-covid-19-situation-report-3-9-april-2020",4,,,,,,,0,,,,2,1,,3,,2,,,,0,,,,3,0,96.03,96.03,92.38,92.38
Dominica,DMA,20200324,3,1,,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,,0,,0,,0,,2,1,,1,,1,,,,0,,,,1,0,25,25,31.43,31.43
Denmark,DNK,20200324,3,1,,2,1,,2,1,,4,1,,1,1,,1,1,,1,1,,4,,,,,,,0,,,,2,1,,1,,1,,0,,0,,,,1460,24,84.12,84.12,84.05,84.05
Dominican Republic,DOM,20200324,3,1,,3,1,,2,1,,3,1,"""The Government ordered the prohibition of social gatherings""  https://web.archive.org/web/20200402130654/https://dominicantoday.com/dr/local/2020/04/02/the-month-in-which-life-in-the-country-changed/",2,1,,,,,2,1,,4,,,,,,,0,,,,2,1,,2,,1,,0,,0,,,,245,3,86.9,86.9,97.14,97.14
Algeria,DZA,20200324,3,1,,2,1,,2,1,,4,0,,2,1,,3,0,,2,0,,3,,,,,,,0,,,,1,1,,1,,0,,0,,0,,,,230,17,81.09,81.09,82.38,82.38
Ecuador,ECU,20200324,3,1,,3,1,,2,1,,3,1,,2,1,,2,1,,2,1,,4,,,,,,,0,,,,2,1,,0,,1,,0,,0,,,,981,18,95.37,95.37,97.14,97.14
Egypt,EGY,20200324,3,1,,3,0,,2,1,El-Sissi's government has banned large gatherings  /web/20200426113329/https://www.aljazeera.com/news/2020/03/egypt-imposes-week-nightly-curfew-slow-coronavirus-spread-200324174007399.html  ,1,1,,2,1,,2,1,"Prime Minister Moustafa Madbouly told a news conference on Tuesday that the 11-hour nationwide curfew from 7pm to 6am (17:00-04:00 GMT) would go into effect on Wednesday, during which all public and private transportation would be suspended. /web/20200426113329/https://www.aljazeera.com/news/2020/03/egypt-imposes-week-nightly-curfew-slow-coronavirus-spread-200324174007399.html  ",2,1,"Prime Minister Moustafa Madbouly told a news conference on Tuesday that the 11-hour nationwide curfew from 7pm to 6am (17:00-04:00 GMT) would go into effect on Wednesday, during which all public and private transportation would be suspended.  /web/20200426113329/https://www.aljazeera.com/news/2020/03/egypt-imposes-week-nightly-curfew-slow-coronavirus-spread-200324174007399.html  ",3,,,,,,,0,,,,2,1,The Egyptian government has launched an information campaign 'Stay at Home' to raise awareness about COVID-19 urging citizens to follow the social distancing advice. The Ministry of Health has also established a dedicated COVID-19 hotline to answer any queries from the public.      Source (in Arabic): https://news.un.org/ar/story/2020/03/1051932,1,,2,,0,,0,,,,327,14,85.45,85.45,90.71,90.71
Spain,ESP,20200324,3,1,,2,1,,2,1,,1,0,,1,1,,2,1,,1,1,,4,,,,,1,,0,,,,2,1,,1,,1,,0,,0,,,,33089,2182,77.64,77.64,85.24,85.24
Estonia,EST,20200324,3,1,,0,,,2,1,,4,1,"Government announces additional measures to curb coronavirus, which include imposing more strict rules on gatherings. Gatherings of more than 2 people in public are prohibited, and people must keep a 2 meter distance at all times. (http://web.archive.org/web/20200426182335/https://www.kriis.ee/en/news/additional-measures-emergency-situation)",0,,,0,,"While additional orders were imposed on March 23rd by the government, it appears that stay at home requirements were not mandated. For instance, the measures specified that: ""Thirdly, it was decided that restaurants and bars should be closed at 10 pm in the evening, and that only take-away and home delivery will be allowed after that time."" This implies that stay at home measures were not in place at that time.     Source: https://web.archive.org/web/20200426182335/https://www.kriis.ee/en/news/additional-measures-emergency-situation",2,1,,3,,0,,,1,,0,,,,2,1,,1,,0,,0,,0,,,,352,0,63.89,63.89,65.71,65.71
Ethiopia,ETH,20200324,3,1,,0,,,2,1,,,,,0,,,,,,0,,,2,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,11,0,38.89,38.89,48.57,48.57
Finland,FIN,20200324,2,1,,2,1,,2,1,,,,,1,1,,,,,1,1,,3,,1,1,,0,,0,,,,2,1,,1,,1,,0,,0,,,,700,1,61.77,61.77,77.62,77.62
France,FRA,20200324,3,1,,3,1,https://web.archive.org/save/https://data.humdata.org/dataset/acaps-covid19-government-measures-dataset,2,1,,2,1,,1,1,,2,1,,2,1,,4,,2,1,,2,,0,,0,,2,1,,1,,1,,0,,0,,,,19856,860,89.41,89.41,92.38,92.38
Gabon,GAB,20200324,3,1,,2,1,,2,1,,4,1,,1,1,,0,,,0,,,4,,0,,,0,,0,,0,,1,1,,2,,0,,0,,0,,,,6,1,67.19,67.19,69.76,69.76
United Kingdom,GBR,20200324,3,1,,3,1,UK lockdown SOURCE: https://web.archive.org/web/20200402193113/https://www.theguardian.com/world/2020/mar/23/uk-lockdown-what-are-new-coronavirus-restrictions,2,1,,4,1,,0,,,2,1,,2,1,,0,,2,0,,2,,0,,,,2,1,,1,,0,,0,,0,,,,6650,359,75.13,75.13,71.43,71.43
Ghana,GHA,20200324,3,1,,0,,,2,1,,,,,0,,,,,,0,,,4,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,27,2,44.44,44.44,54.29,54.29
Gambia,GMB,20200324,3,,,1,1,,1,1,,3,1,,0,,,1,1,,1,1,,4,,,,,,,0,,,,2,1,,1,,1,,0,,0,,,,2,1,65.21,65.21,64.52,64.52
Greece,GRC,20200324,3,1,https://en.unesco.org/themes/education-emergencies/coronavirus-school-closures https://www.theguardian.com/world/2020/mar/12/how-do-coronavirus-containment-measures-vary-across-europe  ,0,,"""From 6am local time on 23 March, movement outside your home or accommodation is permitted only for a prescribed set of reasons, including (...) to go to work"" (https://www.gov.uk/foreign-travel-advice/greece/coronavirus)  ""People will still be able to go to all these shops or to go to their workplace, but they will need to have their ID or passport and a certificate from their employer.""https://www.bloomberg.com/news/articles/2020-03-22/greece-to-impose-lockdown-to-contain-spread-of-coronavirus  ",2,1,,4,1,,0,,"“Greece (...): public transport limited."" (https://www.theguardian.com/travel/2020/mar/24/coronavirus-travel-updates-which-countries-have-restrictions-and-fco-warnings-in-place)",2,1,,2,1,,2,"""The Greek government has announced that from 16 March, all people arriving in Greece from abroad are required to go into 14 days’ self-isolation. This is a mandatory measure, which the authorities will enforce by prosecution and fines."" (https://www.gov.uk/foreign-travel-advice/greece/coronavirus)  https://www.euractiv.com/section/coronavirus/news/greece-on-total-lockdown-all-new-arrivals-will-be-quarantined/  https://www.reuters.com/article/us-health-coronavirus-greece-measures/greece-to-shut-shops-quarantine-all-arrivals-from-abroad-idUSKBN2131SF  ",,,,,,0,,,,2,1,"""The ministry will also be bolstering a public awareness campaign aimed at informing citizens and visitors on how to respond to possible symptoms of infection and to prevent contagion by adopting some basic sanitation measures."" http://www.ekathimerini.com/249859/article/ekathimerini/news/health-minister-to-brief-pm-after-meeting-on-coronavirus   ""A campaign launched by the Ministry of Health uses the slogan “We stay home” to encourage social distancing."" https://balkaninsight.com/2020/03/18/in-battling-coronavirus-pm-warns-greeks-we-are-at-war/  https://www.keeptalkinggreece.com/2020/03/13/greece-greeks-cafes-coronavirus/  ",0,,0,,0,,0,,,,695,17,69.58,69.58,62.86,62.86
Greenland,GRL,20200324,3,1,,0,,,2,1,,3,1,,2,1,,1,1,,2,0,,3,,,,,,,0,,,,0,,,3,,2,Complete contact tacing done for confirmed cases.   https://web.archive.org/save/https://arctic-council.org/en/news/coronavirus-in-the-arctic-it-is-imperative-to-keep-the-virus-out/,0,,0,,,,4,0,64.55,64.55,60.95,60.95
Guatemala,GTM,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,,,,2,1,,3,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,20,1,86.11,86.11,94.29,94.29
Guam,GUM,20200324,3,1,,3,1,,2,1,,4,1,,0,,,1,1,,0,,,3,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,29,1,69.71,69.71,72.86,72.86
Guyana,GUY,20200324,3,1,,0,,,1,,,,,,0,,,,,,1,1,,3,,,,,,,,,,,2,1,,1,,0,,,,0,,,,5,1,41.67,41.67,51.43,51.43
Hong Kong,HKG,20200324,3,1,,2,1,,2,1,,0,,,0,,,1,1,,0,,,3,,1,0,,2,,0,,0,,2,1,,2,,2,,0,,0,,,,386,4,55.95,55.95,69.29,69.29
Honduras,HND,20200324,3,1,,3,1,,2,1,,,,,2,1,,,,,2,1,,4,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,,,30,0,77.78,77.78,97.14,97.14
Croatia,HRV,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,2,1,,2,1,,4,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,306,0,97.35,97.35,97.14,97.14
Hungary,HUN,20200324,3,1,,2,0,,2,1,,1,1,,1,0,,,,,1,1,,4,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,187,8,66.01,66.01,75.71,75.71
Indonesia,IDN,20200324,3,0,,1,1,,2,0,,0,,,2,0,,0,,,1,1,,3,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,,,579,49,56.22,56.22,69.29,69.29
India,IND,20200324,3,1,,1,1,,1,1,,4,0,,2,1,Government shuts down India's busiest rail network on Monday 23rd March; https://www.bbc.co.uk/news/world-asia-india-51957936  ,3,0,,2,0,,4,,0,,,2,,0,,0,,2,1,,1,,2,,1974947456,https://www.mohfw.gov.in/pdf/DOASMDCOVID19MD.pdf,0,,,,492,9,81.22,81.22,83.57,83.57
Ireland,IRL,20200324,3,1,,1,1,,2,1,,4,1,,1,1,,0,,,0,,,0,,2,1,"An eligible employer will be supported up to 70% of an employee’s take home income up to a maximum weekly tax free payment of €410 (that is, 70% of take home weekly income of €38,000 per anuum).    The scheme will provide support on incomes up to €76,000 or twice average earnings. It will be capped at net €350 for incomes between €38,000 and €76,000. The employer is expected to make best efforts to maintain as close to 100% of normal income as possible for the subsidised period. Unemployment Payment will now get an increased payment of €350 per week (instead of €203) at their next payment date; self employed entitled to this latter scheme. [https://web.archive.org/web/20200430221715/https://www.gov.ie/en/press-release/eaad55-government-announces-new-covid-19-income-support-scheme/#self-employed-workers]. The 70% coverage appears to apply only forformal workers",2,"Debt relief/ moratorium announced for rents, mortgage payments and utility bills[ https://web.archive.org/web/20200430221715/https://www.gov.ie/en/press-release/eaad55-government-announces-new-covid-19-income-support-scheme/#measures-in-place-for-renters]",0,,,,2,1,,2,,1,,0,,0,,,,1125,6,57.4,57.4,59.52,59.52
Iran,IRN,20200324,3,1,,3,0,,2,1,,0,,,0,,,1,1,,2,1,,0,,0,,,2,,0,,0,,1,1,,0,,0,,0,,0,,,,23049,1812,54.23,54.23,63.1,63.1
Iraq,IRQ,20200324,3,1,,3,1,,2,1,,4,1,,2,0,,2,0,,2,1,,3,,0,,,0,,0,,,,2,1,,2,,0,,0,,0,,,,266,23,88.23,88.23,89.52,89.52
Iceland,ISL,20200324,3,1,,0,,,2,1,"""The Icelandic government has announced a ban on gatherings of 20 people or more, starting Tuesday 24 March 2020... The ban is in force until 12 April 2020. A ban on public gathering and events is taken to reinforce the measures already taken to reduce the rate of infection of COVID-19 and maintain the capacity of the health system during the epidemic."" https://www.government.is/news/article/?newsid=2f49a0ac-6c74-11ea-9462-005056bc4d74 It should be categorised as 2.1",,,,0,,,,,,0,,,2,,,,,,,0,,,,2,1,,3,,2,,0,,,,,,588,2,38.89,38.89,48.57,48.57
Israel,ISR,20200324,3,1,,2,1,,2,1,,4,1,,1,1,,,,,2,1,,4,,0,,,2,,0,,0,,2,1,,1,,2,,0,,0,,,,1442,1,82.27,82.27,88.81,88.81
Italy,ITA,20200324,3,1,,3,1,,2,1,,4,1,,1,1,,3,1,,2,1,,3,,1,0,,1,,0,,,,2,1,,2,,2,,0,,0,,,,63927,6077,93.25,93.25,89.52,89.52
Jamaica,JAM,20200324,3,1,,1,1,,2,1,,3,1,,0,,,3,0,,2,0,,4,,,,,,,182257000,,,,2,1,,1,,1,,,,,,,,19,0,75.27,75.27,72.14,72.14
Jordan,JOR,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,2,1,,2,1,,3,,,,,,,0,,,,2,1,,1,It remained the same policy but testing capacity increased.https://web.archive.org/save/https://corona.moh.gov.jo/ar/MediaCenter/53,1,,,,,,,,112,0,94.58,94.58,94.29,94.29
Japan,JPN,20200324,1,1,Ministry of Education  https://www.mext.go.jp/a_menu/coronavirus/index_00007.html (in Japanese),1,1,,1,1,,0,,,0,,,1,1,,1,1,,2,,0,,,0,,0,,0,,2,1,,1,,1,,0,,0,,,,1128,42,48.4,48.4,53.33,53.33
Kazakhstan,KAZ,20200324,3,1,,0,,,2,1,,4,0,,2,0,,2,0,,2,0,,3,,,,,,,0,,,,2,1,,1,,2,"There is a map tracing contacts of infected people, available at the state gov portal: https://egov.kz/cms/ru/articles/covid-map. With 1986 entries, it looks like a real thing. Launch date taken from this news portal: https://24.kz/ru/news/polezno-znat/item/383003-kartu-ob-ektov-povyshennogo-vnimaniya-covid-19-v-kazakhstane-obnovili",0,,0,,,,62,0,70.78,70.78,70.48,70.48
Kenya,KEN,20200324,3,1,,1,1,,2,1,,4,1,,1,1,,,,,0,,,3,,0,,,1,,0,,,,2,1,,1,,1,,0,,0,,,,16,0,65.74,65.74,68.1,68.1
Kyrgyz Republic,KGZ,20200324,3,1,,0,,,2,1,,3,1,,1,0,,,,,0,,,4,,,,,,,0,,,,2,1,https://web.archive.org/web/20200428021748/https://24.kg/english/147748_All_information_about_coronavirus_in_Kyrgyzstan_available_on_covidkg/,1,,1,,0,,0,,,,16,0,57.54,57.54,59.05,59.05
South Korea,KOR,20200324,3,1,,2,1,,2,1,,3,1,,0,,,2,1,,2,1,,3,,0,,,1,,80669710999,South Korea doubles its planned economic response rescue package to 100 trillion won https://web.archive.org/web/20200423195810/https://www.mk.co.kr/news/economy/view/2020/03/305497/  https://web.archive.org/web/20200423200018/http://english.moef.go.kr/pc/selectTbPressCenterDtl.do?boardCd=N0001&seq=4865  ,0,,2,1,,3,KCDC- The newly developed diagnostic will be available at the 50 designated health facilities from 7 February. The improved real-time PCR can detect the novel Coronavirus within six hours.   https://web.archive.org/web/20200406091812/https://www.cdc.go.kr/board/board.es?mid=a30402000000&bid=0030  BBC- South Korea managed to get testing centres up and running 17 days after the 1st case (20th of January)  https://web.archive.org/web/20200406084319/https://www.bbc.co.uk/news/world-asia-51836898  ,2,,0,,0,,,,9037,120,78.83,78.83,76.43,76.43
Kuwait,KWT,20200324,3,1,,3,0,,2,1,,4,1,,2,1,,2,1,,0,,,3,,0,,,0,,,,,,2,1,,2,,2,,1600000000,,0,,,,189,0,80.29,80.29,87.14,87.14
Laos,LAO,20200324,3,0,,1,1,,1,1,,,,,0,,,,,,0,,,2,,,,,,,0,,,,0,,,1,First two cases were confirmed so policy exists  https://web.archive.org/save/https://www.reuters.com/article/us-health-coronavirus-laos/laos-records-first-two-coronavirus-cases-thai-media-idUSKBN21B0X2,0,,0,,0,,,,,,26.45,26.45,33.1,33.1
Lebanon,LBN,20200324,3,,,3,,,2,1,,,,,2,1,,,,,2,1,,3,,,,,,,0,,,,2,1,,1,,1,,0,,0,,,,267,4,68.66,68.66,87.14,87.14
Libya,LBY,20200324,3,1,,1,1,,2,1,,4,1,,2,1,,2,1,,2,1,,3,,,,,,,0,,,,2,1,,1,"The National Center for Disease Control - Libya, is the only competent medical authority that is authorised to carry out disease control measures across the land. The keep an updates log of events concerning the Covid-19 epidemic dating back to 21 March 2020 - in Arabic.    https://web.archive.org/save/https://ncdc.org.ly/Ar/statements-about-covid19/  ",1,,0,,0,,,,,,89.28,89.28,87.14,87.14
Sri Lanka,LKA,20200324,3,1,,3,1,,2,1,,,,,2,0,"Government reimposes curfew, bans inter-district travel (including public transport -> ""completely prohibited."" This was further verified by Facebook comments on the page of the National Transportation Board); https://www.president.gov.lk/announcement-on-curfew-2/ (not archivable); https://web.archive.org/web/20200323100917/https:/twitter.com/GotabayaR/status/1241992116802179072",,,,2,1,,3,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,97,0,71.83,71.83,89.52,89.52
Lesotho,LSO,20200324,3,1,,2,1,,2,1,,4,1,,0,,,2,1,,0,,,2,,,,,,,0,,,,2,1,,1,,0,,0,,0,,,,,,66.93,66.93,70,70
Luxembourg,LUX,20200324,3,1,,3,1,,2,1,,4,1,,1,1,,2,1,,2,1,,0,,2,1,,2,,329281472,"300 million Euro approved by EU Commission to support companies affected by coronavirus outbreak https://web.archive.org/save/https://ec.europa.eu/commission/presscorner/detail/en/ip_20_516 The scheme aims at supporting companies, as well as liberal professions, affected by the economic impact of the coronavirus outbreak. The support takes the form of a repayable advance granted in one or more instalments to allow beneficiaries to face their operating costs in the difficult situation caused by the coronavirus outbreak.",0,,2,1,,1,,2,,0,,0,,,,875,8,82.27,82.27,80.95,80.95
Macao,MAC,20200324,3,1,,0,,,2,1,,0,,,0,,,0,,,0,,,3,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,25,0,41.67,41.67,51.43,51.43
Morocco,MAR,20200324,3,1,,3,1,,2,1,,2,1,,2,0,,2,1,,2,0,,3,,,,,,,0,,,,2,0,,2,,0,,0,,0,,,,134,4,81.09,81.09,81.19,81.19
Moldova,MDA,20200324,3,1,,2,1,,2,1,,4,1,,2,1,https://web.archive.org/web/20200414211815/https://www.rferl.org/a/ukraine-records-26-new-covid-19-cases-as-kyiv-shuts-all-public-transportation/30503568.html,2,1,"""Residents were instructed to stay at home and can only leave only for work or to shop for food."" - https://web.archive.org/web/20200414211815/https://www.rferl.org/a/ukraine-records-26-new-covid-19-cases-as-kyiv-shuts-all-public-transportation/30503568.html",2,1,"""Residents were instructed to stay at home and can only leave only for work or to shop for food."" - https://web.archive.org/web/20200414211815/https://www.rferl.org/a/ukraine-records-26-new-covid-19-cases-as-kyiv-shuts-all-public-transportation/30503568.html",4,,,,,,,0,,,,1,1,,1,,1,,0,,0,,,,109,1,90.74,90.74,88.81,88.81
Madagascar,MDG,20200324,3,1,,2,1,,2,1,,3,1,,2,1,,3,0,,2,1,,4,,,,,,,0,,,,2,1,,3,,1,,0,,0,,,,17,0,92.2,92.2,93.57,93.57
Mexico,MEX,20200324,3,1,"Under the education ministry’s direction, Mexico’s schools will close for Easter vacations from Friday, March 20 to April 20 (instead of from 6 to 17 April originally planned). https://uk.reuters.com/article/uk-health-coronavirus-mexico/mexico-braces-for-coronavirus-lasting-all-year-tightens-curbs-idUKKBN211145 ; https://www.am.com.mx/noticias/Vacaciones-de-Semana-Santa-se-adelantan-y-extienden-por-coronavirus-20200314-0021.html",0,,,2,1,Gatherings of more than 100 people were prohibited  https://web.archive.org/web/20200409224920/https://www.unotv.com/noticias/portal/nacional/detalle/coronavirus-en-mexico-amlo-anuncia-plan-de-proteccion-contra-covid-19-776166/,,,,0,,,,,,1,1,"It is recommended to the Mexican population to stay at home, but there is no enforcement and the internal boundaries, public transport and roads are operating normally. /web/20200414050435/https://coronavirus.gob.mx/quedate-en-casa/",3,,,,,,,0,,,,2,1,#QuedateEnCasa: https://coronavirus.gob.mx/  Since 24 March: https://mexico.as.com/mexico/2020/03/25/tikitakas/1585105801_984693.html,0,,1,,0,,0,,,,367,4,48.81,48.81,60.95,60.95
Mali,MLI,20200324,3,1,,0,,,2,1,,,,,0,,,,,,0,,,3,,,,,,,0,,,,2,1,,1,,0,,0,,0,,,,,,41.67,41.67,51.43,51.43
Myanmar,MMR,20200324,3,0,,0,,,2,1,,3,1,,0,,,0,,,0,,,2,,,,,,,0,,,,2,1,,2,,1,"Myanmar recorded first confirmed case of Covid 19 in March 24. https://www.irrawaddy.com/news/burma/myanmar-reports-first-cases-of-coronavirus.html  Since then, Myanmar authorities have been doing contact tracing to all cases despite limited resources and capacity. (https://www.irrawaddy.com/news/burma/myanmar-imposes-community-quarantines-covid-19-patient-visit.html)",0,,0,,,,2,0,44.84,44.84,45,45
Mongolia,MNG,20200324,3,1,,2,1,,2,1,,0,,,0,,,0,,,0,,,3,"Borders with China have been closed to foot and vehicle traffic since Monday, January 27. The Mongolian government announced on Friday, January 31, that it will close Mongolia's borders to all Chinese citizens and foreigners traveling from China from Saturday, February 1, through Monday, March 2. The travel restriction will apply to individuals traveling via air, rail, and road. Mongolians will also be prohibited from traveling to China from February 1 through March 2. After February 6, Mongolians in China will only be allowed to return via Ulaanbaatar's Chinggis Khaan International airport (ULN) or the Zamiin Uud rail border. As of Tuesday, February 18, 336 Mongolian citizens remain in China seeking to return home. http://web.archive.org/web/20200404095732/https://www.garda.com/crisis24/news-alerts/315326/mongolia-government-extends-school-closures-until-march-30-due-to-coronavirus-update-25",,,,,,0,,,,2,1,,1,,2,,0,,0,,,,10,0,50.13,50.13,62.14,62.14
Mozambique,MOZ,20200324,3,1,,0,,,2,1,"All Mozambican schools and universities are closed, and gatherings of more than 50 people are prohibited.  https://web.archive.org/save/https://mz.usembassy.gov/covid-19-information/",,,,0,,,,,,0,,,2,"As of March 24, Mozambique has three confirmed case of COVID-19.  All arrivals to Mozambique, regardless of citizenship, are being mandated a 14-day self-quarantine. https://web.archive.org/save/https://mz.usembassy.gov/covid-19-information/",0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,,,1,0,38.89,38.89,48.57,48.57
Mauritania,MRT,20200324,3,1,,0,,,2,1,,4,1,,0,,,2,1,,0,,,4,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,2,0,64.02,64.02,65,65
Mauritius,MUS,20200324,3,1,,3,1,,2,1,,3,1,,2,1,,2,1,,1,1,,3,,,,,,,0,,,,0,,,1,,1,,0,,0,,,,36,2,77.51,77.51,76.43,76.43
Malawi,MWI,20200324,3,1,,0,,,2,1,,2,1,,,,,,,,0,,,4,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,,,,,51.59,51.59,54.29,54.29
